left_top_x,left_top_y,left_top_z,right_top_x,right_top_y,right_top_z,left_bottom_x,left_bottom_y,left_bottom_z,right_bottom_x,right_bottom_y,right_bottom_z
2.090944038042429,-0.30879579390948203,0.14514277401770959,2.1087419987147,-0.7720731681719311,0.12196370071037921,2.0820420774504345,-0.27552559964074097,-0.6546519067859121,2.100197499014604,-0.7550257748592873,-0.6655635152074624
1.9497053749343536,-0.11474563689545134,0.1621661990797621,1.993455329000526,-0.5801891630769115,0.1568658529553766,1.9448557106062,-0.09916864083763616,-0.6258993959830904,1.9972341247033967,-0.5678227507426068,-0.6259099395105965
1.663131173476532,0.4214564004004041,0.21279257602604146,1.7925002939764458,-0.02497068744983786,0.17966940234499268,1.632240779298663,0.4716497063921589,-0.5865973418417687,1.7677978565086447,0.029897371175388737,-0.6140108205715089
1.6711134529998302,0.7216851872417698,0.21590010076321858,1.9826100347933626,0.37300348666268196,0.18822272070478593,1.6441049147946853,0.755409540629691,-0.5813966522087116,1.9575719709429378,0.4042751898079287,-0.6055562961659315
1.4449579748226327,0.6106594751674604,0.2658409466349098,1.6789536863786845,0.2065773569798327,0.24514302701539892,1.4021241147197328,0.6278779579691537,-0.5350009158259177,1.6302993695778236,0.21932141785560144,-0.5553048955764381
1.3430632701651641,0.2382701181797152,0.2968876354144889,1.4672497198177947,-0.2166282620163007,0.2525386075791133,1.2784636541809278,0.28033256556701214,-0.5029767221736987,1.3872548171879227,-0.18461644534954788,-0.5464273391863117
1.258815357688472,-0.169096553520087,0.21152615556344445,1.2750666600584895,-0.6389299843311887,0.20044558934116072,1.2154975961739924,-0.11175255493973658,-0.581732967264974,1.243151320877078,-0.5908118178334221,-0.6057101873981579
1.3040443153766372,-0.17446962140366973,0.19634529392638722,1.3153166564509404,-0.6394873458261071,0.1852723274190919,1.2866595096824973,-0.14644827355717022,-0.6065968569304702,1.3158048382563192,-0.6200671816482802,-0.6155474697818264
1.6083542394582946,-0.1360291725236608,0.2620974293922755,1.6107500157876378,-0.6061898332968423,0.24118212116909646,1.5760018639883375,-0.1114558955060107,-0.5457440668597029,1.5748588071990413,-0.5802730658195908,-0.5455665984850249
2.0447209893756524,-0.08063993489634279,0.3257862898444169,2.0246237076037636,-0.543979951012027,0.282839817397951,2.107170094108163,-0.027505199150018894,-0.46160156473067393,2.0820138389518323,-0.5030592526445222,-0.490330164114248
1.7769951462992055,0.22749388770655343,0.1594526271112707,1.8442164108556507,-0.2317956551352756,0.13995816167254066,1.8618668860180103,0.27734813091408045,-0.6153773152206009,1.9334205142420096,-0.18223043104316522,-0.649793938499021
1.255864489456953,0.10303192134529515,0.26455201835357545,1.2882247820489572,-0.35336735364386807,0.24411683284969377,1.700043215868537,0.14496504448295863,-0.3897743055452365,1.714338970671648,-0.3288013946209881,-0.4005692623983984
2.119995015218269,-0.09470155430725215,0.37563498048476524,2.0513553633354156,-0.557629404561338,0.3266192243670333,2.3042241309568063,-0.039733087475201656,-0.3998688669561494,2.236964858509007,-0.5050388107951493,-0.4452796729324506
